date,placement_id,deal_id,device,geo,impressions,viewable_impressions,measurable_impressions
2026-04-05,PL-003,DEAL-MB-2026Q2,mobile,CA,1181,995,1133
2026-04-05,PL-003,DEAL-MB-2026Q2,mobile,UK,1086,945,1037
2026-04-05,PL-003,DEAL-MB-2026Q2,tablet,US,1069,912,1048
2026-04-05,PL-003,DEAL-MB-2026Q2,tablet,CA,245,210,239
2026-04-05,PL-003,DEAL-MB-2026Q2,tablet,UK,246,202,239
2026-04-05,PL-004,DEAL-MB-2026Q2,desktop,US,5197,3150,4965
2026-04-05,PL-004,DEAL-MB-2026Q2,desktop,CA,1231,782,1204
2026-04-05,PL-004,DEAL-MB-2026Q2,desktop,UK,1029,715,975
2026-04-05,PL-004,DEAL-MB-2026Q2,mobile,US,4933,3335,4762
2026-04-05,PL-004,DEAL-MB-2026Q2,mobile,CA,1122,753,1084
2026-04-05,PL-004,DEAL-MB-2026Q2,mobile,UK,1154,789,1120
2026-04-05,PL-004,DEAL-MB-2026Q2,tablet,US,1179,729,1118
2026-04-05,PL-004,DEAL-MB-2026Q2,tablet,CA,258,170,254
2026-04-05,PL-004,DEAL-MB-2026Q2,tablet,UK,260,158,249
2026-04-05,PL-005,DEAL-MB-2026Q2,desktop,US,5576,3817,5320
2026-04-05,PL-005,DEAL-MB-2026Q2,desktop,CA,1351,925,1306
2026-04-05,PL-005,DEAL-MB-2026Q2,desktop,UK,1217,876,1172
2026-04-05,PL-005,DEAL-MB-2026Q2,mobile,US,6430,4354,6348
2026-04-05,PL-005,DEAL-MB-2026Q2,mobile,CA,1423,976,1357
2026-04-05,PL-005,DEAL-MB-2026Q2,mobile,UK,1239,858,1224
2026-04-05,PL-005,DEAL-MB-2026Q2,tablet,US,1423,1023,1347
2026-04-05,PL-005,DEAL-MB-2026Q2,tablet,CA,266,187,261
2026-04-05,PL-005,DEAL-MB-2026Q2,tablet,UK,287,187,281
2026-04-05,PL-006,DEAL-MB-2026Q2,desktop,US,4188,3039,3993
2026-04-05,PL-006,DEAL-MB-2026Q2,desktop,CA,1038,690,998
2026-04-05,PL-006,DEAL-MB-2026Q2,desktop,UK,1047,704,1007
2026-04-05,PL-006,DEAL-MB-2026Q2,mobile,US,4257,2782,4012
2026-04-05,PL-006,DEAL-MB-2026Q2,mobile,CA,946,637,936
2026-04-05,PL-006,DEAL-MB-2026Q2,mobile,UK,918,600,905
2026-04-05,PL-006,DEAL-MB-2026Q2,tablet,US,1061,758,1039
2026-04-05,PL-006,DEAL-MB-2026Q2,tablet,CA,192,130,188
2026-04-05,PL-006,DEAL-MB-2026Q2,tablet,UK,220,146,214
2026-04-05,PL-007,DEAL-MB-2026Q2,desktop,US,5397,3764,5078
2026-04-05,PL-007,DEAL-MB-2026Q2,desktop,CA,1048,657,1034
2026-04-05,PL-007,DEAL-MB-2026Q2,desktop,UK,1154,753,1129
2026-04-05,PL-007,DEAL-MB-2026Q2,mobile,US,4921,3075,4684
2026-04-05,PL-007,DEAL-MB-2026Q2,mobile,CA,1163,780,1096
2026-04-05,PL-007,DEAL-MB-2026Q2,mobile,UK,1216,802,1175
2026-04-05,PL-007,DEAL-MB-2026Q2,tablet,US,1204,802,1175
2026-04-05,PL-007,DEAL-MB-2026Q2,tablet,CA,237,145,226
2026-04-05,PL-007,DEAL-MB-2026Q2,tablet,UK,254,160,247
2026-04-05,PL-008,DEAL-MB-2026Q2,desktop,US,6066,4160,5861
2026-04-05,PL-008,DEAL-MB-2026Q2,desktop,CA,1168,910,1130
2026-04-05,PL-008,DEAL-MB-2026Q2,desktop,UK,1136,825,1103
2026-04-05,PL-008,DEAL-MB-2026Q2,mobile,US,6074,4281,5714
2026-04-05,PL-008,DEAL-MB-2026Q2,mobile,CA,1247,890,1217
2026-04-05,PL-008,DEAL-MB-2026Q2,mobile,UK,1202,910,1174
2026-04-05,PL-008,DEAL-MB-2026Q2,tablet,US,1161,793,1123
2026-04-05,PL-008,DEAL-MB-2026Q2,tablet,CA,278,193,272
2026-04-05,PL-008,DEAL-MB-2026Q2,tablet,UK,257,192,249
2026-04-05,PL-009,DEAL-MB-2026Q2,desktop,US,3976,3221,3828
2026-04-05,PL-009,DEAL-MB-2026Q2,desktop,CA,904,660,858
2026-04-05,PL-009,DEAL-MB-2026Q2,desktop,UK,847,700,818
2026-04-05,PL-009,DEAL-MB-2026Q2,mobile,US,4964,3895,4729
2026-04-05,PL-009,DEAL-MB-2026Q2,mobile,CA,1009,752,966
2026-04-05,PL-009,DEAL-MB-2026Q2,mobile,UK,1016,833,971
2026-04-05,PL-009,DEAL-MB-2026Q2,tablet,US,898,687,884
2026-04-05,PL-009,DEAL-MB-2026Q2,tablet,CA,223,183,213
2026-04-05,PL-009,DEAL-MB-2026Q2,tablet,UK,235,183,226
2026-04-06,PL-001,DEAL-MB-2026Q2,desktop,US,5130,3574,4931
2026-04-06,PL-001,DEAL-MB-2026Q2,desktop,CA,1145,906,1086
2026-04-06,PL-001,DEAL-MB-2026Q2,desktop,UK,1106,772,1057
2026-04-06,PL-001,DEAL-MB-2026Q2,mobile,US,5168,3795,5043
2026-04-06,PL-001,DEAL-MB-2026Q2,mobile,CA,1071,786,1030
2026-04-06,PL-001,DEAL-MB-2026Q2,mobile,UK,1227,960,1191
2026-04-06,PL-001,DEAL-MB-2026Q2,tablet,US,1188,896,1163
2026-04-06,PL-001,DEAL-MB-2026Q2,tablet,CA,231,175,221
2026-04-06,PL-001,DEAL-MB-2026Q2,tablet,UK,259,198,245
2026-04-06,PL-002,DEAL-MB-2026Q2,desktop,US,3817,2750,3737
2026-04-06,PL-002,DEAL-MB-2026Q2,desktop,CA,794,529,777
2026-04-06,PL-002,DEAL-MB-2026Q2,desktop,UK,866,604,838
2026-04-06,PL-002,DEAL-MB-2026Q2,mobile,US,4280,3114,4226
2026-04-06,PL-002,DEAL-MB-2026Q2,mobile,CA,867,638,839
2026-04-06,PL-002,DEAL-MB-2026Q2,mobile,UK,901,630,876
2026-04-06,PL-002,DEAL-MB-2026Q2,tablet,US,872,585,851
2026-04-06,PL-002,DEAL-MB-2026Q2,tablet,CA,198,138,191
2026-04-06,PL-002,DEAL-MB-2026Q2,tablet,UK,187,128,179
2026-04-06,PL-003,DEAL-MB-2026Q2,desktop,US,5381,4669,5190
2026-04-06,PL-003,DEAL-MB-2026Q2,desktop,CA,1105,950,1063
2026-04-06,PL-003,DEAL-MB-2026Q2,desktop,UK,1332,1083,1257
2026-04-06,PL-003,DEAL-MB-2026Q2,mobile,US,5921,5090,5660
2026-04-06,PL-003,DEAL-MB-2026Q2,mobile,CA,1171,901,1132
2026-04-06,PL-003,DEAL-MB-2026Q2,mobile,UK,1329,1143,1296
2026-04-06,PL-003,DEAL-MB-2026Q2,tablet,US,1390,1161,1361
2026-04-06,PL-003,DEAL-MB-2026Q2,tablet,CA,270,209,256
2026-04-06,PL-003,DEAL-MB-2026Q2,tablet,UK,246,209,231
2026-04-06,PL-004,DEAL-MB-2026Q2,desktop,US,5620,3636,5559
2026-04-06,PL-004,DEAL-MB-2026Q2,desktop,CA,1078,738,1016
2026-04-06,PL-004,DEAL-MB-2026Q2,desktop,UK,1154,772,1112
2026-04-06,PL-004,DEAL-MB-2026Q2,mobile,US,5406,3469,5237
2026-04-06,PL-004,DEAL-MB-2026Q2,mobile,CA,1077,682,1016
2026-04-06,PL-004,DEAL-MB-2026Q2,mobile,UK,1174,764,1111
2026-04-06,PL-004,DEAL-MB-2026Q2,tablet,US,1324,866,1283
2026-04-06,PL-004,DEAL-MB-2026Q2,tablet,CA,279,171,269
2026-04-06,PL-004,DEAL-MB-2026Q2,tablet,UK,286,194,276
2026-04-06,PL-005,DEAL-MB-2026Q2,desktop,US,4486,3018,4375
2026-04-06,PL-005,DEAL-MB-2026Q2,desktop,CA,1007,737,991
2026-04-06,PL-005,DEAL-MB-2026Q2,desktop,UK,1132,753,1100
2026-04-06,PL-005,DEAL-MB-2026Q2,mobile,US,4939,3229,4717
2026-04-06,PL-005,DEAL-MB-2026Q2,mobile,CA,1054,727,999
2026-04-06,PL-005,DEAL-MB-2026Q2,mobile,UK,1156,759,1124
2026-04-06,PL-005,DEAL-MB-2026Q2,tablet,US,1141,798,1120
2026-04-06,PL-005,DEAL-MB-2026Q2,tablet,CA,235,169,221
2026-04-06,PL-005,DEAL-MB-2026Q2,tablet,UK,207,145,200
2026-04-06,PL-006,DEAL-MB-2026Q2,desktop,US,5374,3799,5217
2026-04-06,PL-006,DEAL-MB-2026Q2,desktop,CA,1098,810,1062
2026-04-06,PL-006,DEAL-MB-2026Q2,desktop,UK,1279,870,1217
2026-04-06,PL-006,DEAL-MB-2026Q2,mobile,US,6201,4283,5969
2026-04-06,PL-006,DEAL-MB-2026Q2,mobile,CA,1293,861,1242
2026-04-06,PL-006,DEAL-MB-2026Q2,mobile,UK,1226,838,1161
2026-04-06,PL-006,DEAL-MB-2026Q2,tablet,US,1394,951,1379
2026-04-06,PL-006,DEAL-MB-2026Q2,tablet,CA,264,182,258
2026-04-06,PL-006,DEAL-MB-2026Q2,tablet,UK,275,181,261
2026-04-06,PL-007,DEAL-MB-2026Q2,desktop,US,4164,2651,3934
2026-04-06,PL-007,DEAL-MB-2026Q2,desktop,CA,897,582,870
2026-04-06,PL-007,DEAL-MB-2026Q2,desktop,UK,888,616,841
2026-04-06,PL-007,DEAL-MB-2026Q2,mobile,US,4228,2820,4040
2026-04-06,PL-007,DEAL-MB-2026Q2,mobile,CA,1004,662,969
2026-04-06,PL-007,DEAL-MB-2026Q2,mobile,UK,944,606,888
2026-04-06,PL-007,DEAL-MB-2026Q2,tablet,US,1084,715,1071
2026-04-06,PL-007,DEAL-MB-2026Q2,tablet,CA,195,126,183
2026-04-06,PL-007,DEAL-MB-2026Q2,tablet,UK,209,145,203
2026-04-06,PL-008,DEAL-MB-2026Q2,desktop,US,5036,3423,4760
2026-04-06,PL-008,DEAL-MB-2026Q2,desktop,CA,1037,732,993
2026-04-06,PL-008,DEAL-MB-2026Q2,desktop,UK,1111,759,1047
2026-04-06,PL-008,DEAL-MB-2026Q2,mobile,US,5388,3857,5142
2026-04-06,PL-008,DEAL-MB-2026Q2,mobile,CA,1106,801,1070
2026-04-06,PL-008,DEAL-MB-2026Q2,mobile,UK,1226,910,1189
2026-04-06,PL-008,DEAL-MB-2026Q2,tablet,US,1074,739,1029
2026-04-06,PL-008,DEAL-MB-2026Q2,tablet,CA,282,207,270
2026-04-06,PL-008,DEAL-MB-2026Q2,tablet,UK,231,171,221
2026-04-06,PL-009,DEAL-MB-2026Q2,desktop,US,3740,2768,3577
2026-04-06,PL-009,DEAL-MB-2026Q2,desktop,CA,894,693,867
2026-04-06,PL-009,DEAL-MB-2026Q2,desktop,UK,903,687,876
2026-04-06,PL-009,DEAL-MB-2026Q2,mobile,US,3858,3215,3769
2026-04-06,PL-009,DEAL-MB-2026Q2,mobile,CA,856,652,840
2026-04-06,PL-009,DEAL-MB-2026Q2,mobile,UK,906,727,865
2026-04-06,PL-009,DEAL-MB-2026Q2,tablet,US,1003,767,976
2026-04-06,PL-009,DEAL-MB-2026Q2,tablet,CA,222,175,217
2026-04-06,PL-009,DEAL-MB-2026Q2,tablet,UK,210,168,197
2026-04-07,PL-001,DEAL-MB-2026Q2,desktop,US,5020,3795,4962
2026-04-07,PL-001,DEAL-MB-2026Q2,desktop,CA,1161,826,1094
2026-04-07,PL-001,DEAL-MB-2026Q2,desktop,UK,1134,842,1106
2026-04-07,PL-001,DEAL-MB-2026Q2,mobile,US,5669,4124,5561
2026-04-07,PL-001,DEAL-MB-2026Q2,mobile,CA,1069,799,1042
2026-04-07,PL-001,DEAL-MB-2026Q2,mobile,UK,1055,774,1013
2026-04-07,PL-001,DEAL-MB-2026Q2,tablet,US,1157,820,1116
2026-04-07,PL-001,DEAL-MB-2026Q2,tablet,CA,260,191,255
2026-04-07,PL-001,DEAL-MB-2026Q2,tablet,UK,267,203,257
2026-04-07,PL-002,DEAL-MB-2026Q2,desktop,US,5309,3854,5129
2026-04-07,PL-002,DEAL-MB-2026Q2,desktop,CA,1134,768,1117
2026-04-07,PL-002,DEAL-MB-2026Q2,desktop,UK,1142,794,1117
2026-04-07,PL-002,DEAL-MB-2026Q2,mobile,US,5835,4225,5687
2026-04-07,PL-002,DEAL-MB-2026Q2,mobile,CA,1218,827,1159
2026-04-07,PL-002,DEAL-MB-2026Q2,mobile,UK,1204,821,1190
2026-04-07,PL-002,DEAL-MB-2026Q2,tablet,US,1171,806,1112
2026-04-07,PL-002,DEAL-MB-2026Q2,tablet,CA,276,190,264
2026-04-07,PL-002,DEAL-MB-2026Q2,tablet,UK,291,215,277
2026-04-07,PL-003,DEAL-MB-2026Q2,desktop,US,4487,3701,4418
2026-04-07,PL-003,DEAL-MB-2026Q2,desktop,CA,920,738,900
2026-04-07,PL-003,DEAL-MB-2026Q2,desktop,UK,864,663,853
2026-04-07,PL-003,DEAL-MB-2026Q2,mobile,US,3963,3442,3855
2026-04-07,PL-003,DEAL-MB-2026Q2,mobile,CA,1000,787,981
2026-04-07,PL-003,DEAL-MB-2026Q2,mobile,UK,892,737,850
2026-04-07,PL-003,DEAL-MB-2026Q2,tablet,US,887,751,844
2026-04-07,PL-003,DEAL-MB-2026Q2,tablet,CA,187,162,177
2026-04-07,PL-003,DEAL-MB-2026Q2,tablet,UK,196,151,187
2026-04-07,PL-004,DEAL-MB-2026Q2,desktop,US,4804,3240,4517
2026-04-07,PL-004,DEAL-MB-2026Q2,desktop,CA,1152,793,1106
2026-04-07,PL-004,DEAL-MB-2026Q2,desktop,UK,1257,860,1211
2026-04-07,PL-004,DEAL-MB-2026Q2,mobile,US,4930,3412,4713
2026-04-07,PL-004,DEAL-MB-2026Q2,mobile,CA,1178,809,1112
2026-04-07,PL-004,DEAL-MB-2026Q2,mobile,UK,1158,756,1130
2026-04-07,PL-004,DEAL-MB-2026Q2,tablet,US,1304,896,1237
2026-04-07,PL-004,DEAL-MB-2026Q2,tablet,CA,276,171,272
2026-04-07,PL-004,DEAL-MB-2026Q2,tablet,UK,283,181,273
2026-04-07,PL-005,DEAL-MB-2026Q2,desktop,US,5279,3392,5112
2026-04-07,PL-005,DEAL-MB-2026Q2,desktop,CA,939,691,896
2026-04-07,PL-005,DEAL-MB-2026Q2,desktop,UK,1159,804,1118
2026-04-07,PL-005,DEAL-MB-2026Q2,mobile,US,5351,3873,5155
2026-04-07,PL-005,DEAL-MB-2026Q2,mobile,CA,961,627,911
2026-04-07,PL-005,DEAL-MB-2026Q2,mobile,UK,1027,684,974
2026-04-07,PL-005,DEAL-MB-2026Q2,tablet,US,1137,816,1101
2026-04-07,PL-005,DEAL-MB-2026Q2,tablet,CA,244,160,239
2026-04-07,PL-005,DEAL-MB-2026Q2,tablet,UK,252,181,243
2026-04-07,PL-006,DEAL-MB-2026Q2,desktop,US,4215,2783,4168
2026-04-07,PL-006,DEAL-MB-2026Q2,desktop,CA,920,683,865
2026-04-07,PL-006,DEAL-MB-2026Q2,desktop,UK,899,624,857
2026-04-07,PL-006,DEAL-MB-2026Q2,mobile,US,4142,2932,4012
2026-04-07,PL-006,DEAL-MB-2026Q2,mobile,CA,872,598,829
2026-04-07,PL-006,DEAL-MB-2026Q2,mobile,UK,962,670,911
2026-04-07,PL-006,DEAL-MB-2026Q2,tablet,US,1002,742,986
2026-04-07,PL-006,DEAL-MB-2026Q2,tablet,CA,218,156,211
2026-04-07,PL-006,DEAL-MB-2026Q2,tablet,UK,227,155,215
2026-04-07,PL-007,DEAL-MB-2026Q2,desktop,US,4416,2896,4369
2026-04-07,PL-007,DEAL-MB-2026Q2,desktop,CA,922,625,908
2026-04-07,PL-007,DEAL-MB-2026Q2,desktop,UK,1010,694,991
2026-04-07,PL-007,DEAL-MB-2026Q2,mobile,US,4718,3192,4575
2026-04-07,PL-007,DEAL-MB-2026Q2,mobile,CA,1016,672,981
2026-04-07,PL-007,DEAL-MB-2026Q2,mobile,UK,919,641,869
2026-04-07,PL-007,DEAL-MB-2026Q2,tablet,US,1064,741,1010
2026-04-07,PL-007,DEAL-MB-2026Q2,tablet,CA,213,133,209
2026-04-07,PL-007,DEAL-MB-2026Q2,tablet,UK,208,140,202
2026-04-07,PL-008,DEAL-MB-2026Q2,desktop,US,4830,3531,4735
2026-04-07,PL-008,DEAL-MB-2026Q2,desktop,CA,1134,829,1091
2026-04-07,PL-008,DEAL-MB-2026Q2,desktop,UK,1025,744,1004
2026-04-07,PL-008,DEAL-MB-2026Q2,mobile,US,5643,4059,5534
2026-04-07,PL-008,DEAL-MB-2026Q2,mobile,CA,1215,896,1144
2026-04-07,PL-008,DEAL-MB-2026Q2,mobile,UK,1104,756,1092
2026-04-07,PL-008,DEAL-MB-2026Q2,tablet,US,1314,901,1296
2026-04-07,PL-008,DEAL-MB-2026Q2,tablet,CA,226,162,221
2026-04-07,PL-008,DEAL-MB-2026Q2,tablet,UK,271,211,263
2026-04-07,PL-009,DEAL-MB-2026Q2,desktop,US,5023,4132,4834
2026-04-07,PL-009,DEAL-MB-2026Q2,desktop,CA,1221,936,1152
2026-04-07,PL-009,DEAL-MB-2026Q2,desktop,UK,1233,1012,1167
2026-04-07,PL-009,DEAL-MB-2026Q2,mobile,US,5627,4154,5568
2026-04-07,PL-009,DEAL-MB-2026Q2,mobile,CA,1081,799,1069
2026-04-07,PL-009,DEAL-MB-2026Q2,mobile,UK,1199,968,1185
2026-04-07,PL-009,DEAL-MB-2026Q2,tablet,US,1140,916,1095
2026-04-07,PL-009,DEAL-MB-2026Q2,tablet,CA,239,179,230
2026-04-07,PL-009,DEAL-MB-2026Q2,tablet,UK,226,168,222
2026-04-08,PL-001,DEAL-MB-2026Q2,desktop,US,3893,2945,3779
2026-04-08,PL-001,DEAL-MB-2026Q2,desktop,CA,1038,809,988
2026-04-08,PL-001,DEAL-MB-2026Q2,desktop,UK,842,631,810
2026-04-08,PL-001,DEAL-MB-2026Q2,mobile,US,4567,3555,4348
2026-04-08,PL-001,DEAL-MB-2026Q2,mobile,CA,837,614,809
2026-04-08,PL-001,DEAL-MB-2026Q2,mobile,UK,997,766,944
2026-04-08,PL-001,DEAL-MB-2026Q2,tablet,US,1090,776,1074
2026-04-08,PL-001,DEAL-MB-2026Q2,tablet,CA,212,158,207
2026-04-08,PL-001,DEAL-MB-2026Q2,tablet,UK,224,159,220
2026-04-08,PL-002,DEAL-MB-2026Q2,desktop,US,5828,4087,5558
2026-04-08,PL-002,DEAL-MB-2026Q2,desktop,CA,1259,905,1229
2026-04-08,PL-002,DEAL-MB-2026Q2,desktop,UK,1145,833,1108
2026-04-08,PL-002,DEAL-MB-2026Q2,mobile,US,5167,3588,5023
2026-04-08,PL-002,DEAL-MB-2026Q2,mobile,CA,1207,859,1176
2026-04-08,PL-002,DEAL-MB-2026Q2,mobile,UK,1215,838,1153
2026-04-08,PL-002,DEAL-MB-2026Q2,tablet,US,1300,889,1236
2026-04-08,PL-002,DEAL-MB-2026Q2,tablet,CA,299,201,287
2026-04-08,PL-002,DEAL-MB-2026Q2,tablet,UK,246,172,236
2026-04-08,PL-003,DEAL-MB-2026Q2,desktop,US,4982,3938,4733
2026-04-08,PL-003,DEAL-MB-2026Q2,desktop,CA,1211,1051,1189
2026-04-08,PL-003,DEAL-MB-2026Q2,desktop,UK,1056,893,1002
2026-04-08,PL-003,DEAL-MB-2026Q2,mobile,US,5158,4332,5004
2026-04-08,PL-003,DEAL-MB-2026Q2,mobile,CA,1275,999,1247
2026-04-08,PL-003,DEAL-MB-2026Q2,mobile,UK,1233,1019,1188
2026-04-08,PL-003,DEAL-MB-2026Q2,tablet,US,1321,1057,1304
2026-04-08,PL-003,DEAL-MB-2026Q2,tablet,CA,229,199,226
2026-04-08,PL-003,DEAL-MB-2026Q2,tablet,UK,236,207,227
2026-04-08,PL-004,DEAL-MB-2026Q2,desktop,US,4942,3303,4743
2026-04-08,PL-004,DEAL-MB-2026Q2,desktop,CA,948,600,904
2026-04-08,PL-004,DEAL-MB-2026Q2,desktop,UK,1003,665,958
2026-04-08,PL-004,DEAL-MB-2026Q2,mobile,US,4561,3123,4393
2026-04-08,PL-004,DEAL-MB-2026Q2,mobile,CA,1085,727,1061
2026-04-08,PL-004,DEAL-MB-2026Q2,mobile,UK,967,602,924
2026-04-08,PL-004,DEAL-MB-2026Q2,tablet,US,934,638,912
2026-04-08,PL-004,DEAL-MB-2026Q2,tablet,CA,198,129,191
2026-04-08,PL-004,DEAL-MB-2026Q2,tablet,UK,236,149,224
2026-04-08,PL-005,DEAL-MB-2026Q2,desktop,US,4553,3288,4393
2026-04-08,PL-005,DEAL-MB-2026Q2,desktop,CA,1041,736,991
2026-04-08,PL-005,DEAL-MB-2026Q2,desktop,UK,1082,795,1051
2026-04-08,PL-005,DEAL-MB-2026Q2,mobile,US,4677,3077,4582
2026-04-08,PL-005,DEAL-MB-2026Q2,mobile,CA,924,657,891
2026-04-08,PL-005,DEAL-MB-2026Q2,mobile,UK,1105,766,1074
2026-04-08,PL-005,DEAL-MB-2026Q2,tablet,US,931,600,914
2026-04-08,PL-005,DEAL-MB-2026Q2,tablet,CA,247,174,241
2026-04-08,PL-005,DEAL-MB-2026Q2,tablet,UK,218,157,207
2026-04-08,PL-006,DEAL-MB-2026Q2,desktop,US,5423,3646,5221
2026-04-08,PL-006,DEAL-MB-2026Q2,desktop,CA,1134,809,1118
2026-04-08,PL-006,DEAL-MB-2026Q2,desktop,UK,1394,997,1311
2026-04-08,PL-006,DEAL-MB-2026Q2,mobile,US,5965,4123,5612
2026-04-08,PL-006,DEAL-MB-2026Q2,mobile,CA,1336,939,1274
2026-04-08,PL-006,DEAL-MB-2026Q2,mobile,UK,1269,912,1220
2026-04-08,PL-006,DEAL-MB-2026Q2,tablet,US,1454,972,1433
2026-04-08,PL-006,DEAL-MB-2026Q2,tablet,CA,283,190,274
2026-04-08,PL-006,DEAL-MB-2026Q2,tablet,UK,265,181,259
2026-04-08,PL-007,DEAL-MB-2026Q2,desktop,US,4167,2714,4034
2026-04-08,PL-007,DEAL-MB-2026Q2,desktop,CA,1029,653,1002
2026-04-08,PL-007,DEAL-MB-2026Q2,desktop,UK,998,672,980
2026-04-08,PL-007,DEAL-MB-2026Q2,mobile,US,4566,2842,4378
2026-04-08,PL-007,DEAL-MB-2026Q2,mobile,CA,932,576,876
2026-04-08,PL-007,DEAL-MB-2026Q2,mobile,UK,848,559,815
2026-04-08,PL-007,DEAL-MB-2026Q2,tablet,US,1020,679,1002
2026-04-08,PL-007,DEAL-MB-2026Q2,tablet,CA,184,121,173
2026-04-08,PL-007,DEAL-MB-2026Q2,tablet,UK,190,131,187
2026-04-08,PL-008,DEAL-MB-2026Q2,desktop,US,5029,3889,4899
2026-04-08,PL-008,DEAL-MB-2026Q2,desktop,CA,1080,793,1050
2026-04-08,PL-008,DEAL-MB-2026Q2,desktop,UK,1052,805,989
2026-04-08,PL-008,DEAL-MB-2026Q2,mobile,US,4947,3431,4853
2026-04-08,PL-008,DEAL-MB-2026Q2,mobile,CA,1228,950,1172
2026-04-08,PL-008,DEAL-MB-2026Q2,mobile,UK,1157,852,1136
2026-04-08,PL-008,DEAL-MB-2026Q2,tablet,US,1232,904,1181
2026-04-08,PL-008,DEAL-MB-2026Q2,tablet,CA,268,203,261
2026-04-08,PL-008,DEAL-MB-2026Q2,tablet,UK,227,171,217
2026-04-08,PL-009,DEAL-MB-2026Q2,desktop,US,4281,3497,4097
2026-04-08,PL-009,DEAL-MB-2026Q2,desktop,CA,991,822,951
2026-04-08,PL-009,DEAL-MB-2026Q2,desktop,UK,992,722,946
2026-04-08,PL-009,DEAL-MB-2026Q2,mobile,US,4860,3785,4654
2026-04-08,PL-009,DEAL-MB-2026Q2,mobile,CA,1030,795,1003
2026-04-08,PL-009,DEAL-MB-2026Q2,mobile,UK,967,710,938
2026-04-08,PL-009,DEAL-MB-2026Q2,tablet,US,1035,831,977
2026-04-08,PL-009,DEAL-MB-2026Q2,tablet,CA,189,151,183
2026-04-08,PL-009,DEAL-MB-2026Q2,tablet,UK,218,165,206
2026-04-09,PL-001,DEAL-MB-2026Q2,desktop,US,4544,3336,4444
2026-04-09,PL-001,DEAL-MB-2026Q2,desktop,CA,796,555,765
2026-04-09,PL-001,DEAL-MB-2026Q2,desktop,UK,892,661,843
2026-04-09,PL-001,DEAL-MB-2026Q2,mobile,US,3703,2761,3591
2026-04-09,PL-001,DEAL-MB-2026Q2,mobile,CA,940,731,884
2026-04-09,PL-001,DEAL-MB-2026Q2,mobile,UK,862,662,841
2026-04-09,PL-001,DEAL-MB-2026Q2,tablet,US,925,731,880
2026-04-09,PL-001,DEAL-MB-2026Q2,tablet,CA,196,148,185
2026-04-09,PL-001,DEAL-MB-2026Q2,tablet,UK,184,131,174
2026-04-09,PL-002,DEAL-MB-2026Q2,desktop,US,4455,3128,4295
2026-04-09,PL-002,DEAL-MB-2026Q2,desktop,CA,871,596,829
2026-04-09,PL-002,DEAL-MB-2026Q2,desktop,UK,999,718,948
2026-04-09,PL-002,DEAL-MB-2026Q2,mobile,US,4099,2830,4047
2026-04-09,PL-002,DEAL-MB-2026Q2,mobile,CA,930,671,911
2026-04-09,PL-002,DEAL-MB-2026Q2,mobile,UK,930,645,912
2026-04-09,PL-002,DEAL-MB-2026Q2,tablet,US,1092,826,1033
2026-04-09,PL-002,DEAL-MB-2026Q2,tablet,CA,206,155,195
2026-04-09,PL-002,DEAL-MB-2026Q2,tablet,UK,205,155,202
2026-04-09,PL-003,DEAL-MB-2026Q2,desktop,US,5120,4276,5060
2026-04-09,PL-003,DEAL-MB-2026Q2,desktop,CA,1108,886,1057
2026-04-09,PL-003,DEAL-MB-2026Q2,desktop,UK,1109,892,1094
2026-04-09,PL-003,DEAL-MB-2026Q2,mobile,US,4497,3944,4267
2026-04-09,PL-003,DEAL-MB-2026Q2,mobile,CA,1105,846,1078
2026-04-09,PL-003,DEAL-MB-2026Q2,mobile,UK,1149,903,1125
2026-04-09,PL-003,DEAL-MB-2026Q2,tablet,US,1162,895,1141
2026-04-09,PL-003,DEAL-MB-2026Q2,tablet,CA,247,207,233
2026-04-09,PL-003,DEAL-MB-2026Q2,tablet,UK,219,173,207
2026-04-09,PL-004,DEAL-MB-2026Q2,desktop,US,5546,3389,5487
2026-04-09,PL-004,DEAL-MB-2026Q2,desktop,CA,1105,708,1066
2026-04-09,PL-004,DEAL-MB-2026Q2,desktop,UK,1223,816,1182
2026-04-09,PL-004,DEAL-MB-2026Q2,mobile,US,5548,3535,5463
2026-04-09,PL-004,DEAL-MB-2026Q2,mobile,CA,1121,742,1058
2026-04-09,PL-004,DEAL-MB-2026Q2,mobile,UK,1183,785,1133
2026-04-09,PL-004,DEAL-MB-2026Q2,tablet,US,1193,725,1180
2026-04-09,PL-004,DEAL-MB-2026Q2,tablet,CA,257,164,251
2026-04-09,PL-004,DEAL-MB-2026Q2,tablet,UK,274,176,257
2026-04-09,PL-005,DEAL-MB-2026Q2,desktop,US,4444,3172,4301
2026-04-09,PL-005,DEAL-MB-2026Q2,desktop,CA,1066,706,1021
2026-04-09,PL-005,DEAL-MB-2026Q2,desktop,UK,1011,715,985
2026-04-09,PL-005,DEAL-MB-2026Q2,mobile,US,4363,3220,4206
2026-04-09,PL-005,DEAL-MB-2026Q2,mobile,CA,970,708,915
2026-04-09,PL-005,DEAL-MB-2026Q2,mobile,UK,1101,784,1054
2026-04-09,PL-005,DEAL-MB-2026Q2,tablet,US,1018,730,983
2026-04-09,PL-005,DEAL-MB-2026Q2,tablet,CA,218,141,212
2026-04-09,PL-005,DEAL-MB-2026Q2,tablet,UK,224,145,211
2026-04-09,PL-006,DEAL-MB-2026Q2,desktop,US,5381,3950,5232
