date,publisher_id,ad_unit_id,deal_id,device,geo,delivered_impressions,ad_server_clicks,viewable_impressions,measurable_impressions
2026-04-15,PDM-001,AU-107,DEAL-1003,desktop,DE,3658,27,2402,3555
2026-04-15,PDM-001,AU-108,DEAL-1003,desktop,US,16139,46,9884,14935
2026-04-15,PDM-001,AU-109,DEAL-1004,desktop,US,19400,28,11728,18479
2026-04-15,PDM-001,AU-109,DEAL-1004,desktop,FR,20623,73,15231,19394
2026-04-15,PDM-001,AU-103,DEAL-1005,mobile,US,23388,186,17540,22787
2026-04-15,PDM-001,AU-110,DEAL-1005,mobile,US,4783,22,3496,4613
2026-04-15,PDM-001,AU-112,DEAL-1006,desktop,US,13477,75,10139,13199
2026-04-15,PDM-001,AU-112,DEAL-1006,mobile,US,11804,52,9262,10909
2026-04-15,PDM-001,AU-101,DEAL-1007,desktop,US,10084,59,8036,9540
2026-04-15,PDM-001,AU-101,DEAL-1007,mobile,US,20561,112,14175,19483
2026-04-15,PDM-001,AU-106,DEAL-1008,desktop,US,6783,19,5048,6389
2026-04-15,PDM-001,AU-102,DEAL-1009,desktop,US,5962,25,4018,5654
2026-04-15,PDM-001,AU-114,DEAL-1009,mobile,US,11654,88,8460,10832
2026-04-15,PDM-001,AU-104,DEAL-1010,desktop,US,12602,87,9248,11673
2026-04-15,PDM-001,AU-104,DEAL-1010,mobile,US,11045,77,7844,10276
2026-04-15,PDM-001,AU-113,DEAL-1011,desktop,US,12292,97,7609,11335
2026-04-15,PDM-001,AU-103,DEAL-1012,mobile,US,7339,48,3873,6814
2026-04-15,PDM-001,AU-106,DEAL-1013,mobile,US,17126,99,9709,16879
2026-04-15,PDM-001,AU-101,DEAL-1015,desktop,US,4612,18,3519,4284
2026-04-15,PDM-001,AU-105,DEAL-1016,desktop,US,3899,8,2981,3743
2026-04-15,PDM-001,AU-112,DEAL-1016,desktop,US,16480,41,9748,15377
2026-04-15,PDM-001,AU-108,DEAL-1017,desktop,US,10553,47,7186,10360
2026-04-15,PDM-001,AU-108,DEAL-1017,mobile,US,8496,20,5904,8342
2026-04-15,PDM-001,AU-110,DEAL-1022,mobile,US,23566,28,14599,23018
2026-04-15,PDM-001,AU-112,DEAL-1025,desktop,US,7730,43,5766,7255
2026-04-16,PDM-001,AU-101,DEAL-1001,desktop,US,9689,76,7622,9177
2026-04-16,PDM-001,AU-101,DEAL-1001,desktop,UK,10251,68,8185,9931
2026-04-16,PDM-001,AU-105,DEAL-1002,desktop,US,14023,27,11079,13832
2026-04-16,PDM-001,AU-107,DEAL-1003,desktop,DE,3743,9,2477,3500
2026-04-16,PDM-001,AU-108,DEAL-1003,desktop,US,9101,54,7195,8958
2026-04-16,PDM-001,AU-108,DEAL-1003,mobile,US,8840,52,4794,8220
2026-04-16,PDM-001,AU-109,DEAL-1004,mobile,US,23202,77,18430,21869
2026-04-16,PDM-001,AU-110,DEAL-1005,desktop,US,20914,136,14219,19567
2026-04-16,PDM-001,AU-110,DEAL-1005,mobile,US,26560,50,21525,25790
2026-04-16,PDM-001,AU-101,DEAL-1007,mobile,US,24033,131,15573,22285
2026-04-16,PDM-001,AU-106,DEAL-1008,desktop,US,5049,39,3836,4704
2026-04-16,PDM-001,AU-106,DEAL-1008,mobile,US,18635,53,9963,17469
2026-04-16,PDM-001,AU-114,DEAL-1009,desktop,US,6040,8,3880,5742
2026-04-16,PDM-001,AU-114,DEAL-1009,mobile,US,20157,69,15233,19074
2026-04-16,PDM-001,AU-104,DEAL-1010,mobile,US,6415,44,3895,6034
2026-04-16,PDM-001,AU-111,DEAL-1010,mobile,US,16303,99,12802,15623
2026-04-16,PDM-001,AU-113,DEAL-1011,desktop,US,21965,130,15570,20870
2026-04-16,PDM-001,AU-103,DEAL-1012,mobile,US,10735,41,8518,10292
2026-04-16,PDM-001,AU-104,DEAL-1014,desktop,US,5642,28,3291,5522
2026-04-16,PDM-001,AU-101,DEAL-1015,mobile,US,10542,12,6263,9824
2026-04-16,PDM-001,AU-105,DEAL-1016,desktop,US,6284,23,4486,5996
2026-04-16,PDM-001,AU-105,DEAL-1016,mobile,US,16698,60,9579,15808
2026-04-16,PDM-001,AU-112,DEAL-1016,desktop,US,16909,43,9024,15874
2026-04-16,PDM-001,AU-108,DEAL-1017,mobile,US,21742,169,14966,20900
2026-04-16,PDM-001,AU-114,DEAL-1021,desktop,US,3637,26,2673,3549
2026-04-16,PDM-001,AU-110,DEAL-1022,desktop,US,17214,134,9882,16811
2026-04-16,PDM-001,AU-112,DEAL-1025,mobile,US,6851,33,5299,6567
2026-04-17,PDM-001,AU-101,DEAL-1001,desktop,UK,21753,85,12271,20643
2026-04-17,PDM-001,AU-108,DEAL-1003,desktop,US,11874,84,8317,11143
2026-04-17,PDM-001,AU-109,DEAL-1004,desktop,US,15704,82,8542,15210
2026-04-17,PDM-001,AU-109,DEAL-1004,desktop,FR,10284,44,6388,9654
2026-04-17,PDM-001,AU-103,DEAL-1005,desktop,US,12430,85,9202,12182
2026-04-17,PDM-001,AU-103,DEAL-1005,desktop,UK,12346,83,7824,11591
2026-04-17,PDM-001,AU-110,DEAL-1005,mobile,US,17342,76,10979,16581
2026-04-17,PDM-001,AU-112,DEAL-1006,desktop,US,7709,45,5731,7309
2026-04-17,PDM-001,AU-101,DEAL-1007,desktop,US,9077,11,5516,8382
2026-04-17,PDM-001,AU-101,DEAL-1007,mobile,US,19211,72,14268,18915
2026-04-17,PDM-001,AU-106,DEAL-1008,desktop,US,18516,41,13186,18162
2026-04-17,PDM-001,AU-106,DEAL-1008,mobile,US,12475,85,6450,11555
2026-04-17,PDM-001,AU-114,DEAL-1009,desktop,US,21251,54,12170,19885
2026-04-17,PDM-001,AU-111,DEAL-1010,mobile,US,23698,25,17587,22220
2026-04-17,PDM-001,AU-113,DEAL-1011,desktop,US,11523,80,6752,10971
2026-04-17,PDM-001,AU-113,DEAL-1011,mobile,US,24434,124,19113,22491
2026-04-17,PDM-001,AU-104,DEAL-1014,desktop,US,6042,20,3674,5675
2026-04-17,PDM-001,AU-104,DEAL-1014,mobile,US,10172,47,5403,9529
2026-04-17,PDM-001,AU-105,DEAL-1016,mobile,US,27635,154,17172,27353
2026-04-17,PDM-001,AU-108,DEAL-1017,desktop,US,21244,129,14119,19875
2026-04-17,PDM-001,AU-102,DEAL-1020,desktop,US,5698,35,3969,5531
2026-04-17,PDM-001,AU-110,DEAL-1022,mobile,US,14062,91,8331,13263
2026-04-17,PDM-001,AU-109,DEAL-1023,desktop,US,6359,44,5091,6110
2026-04-17,PDM-001,AU-109,DEAL-1023,mobile,US,20399,144,12350,19312
2026-04-17,PDM-001,AU-103,DEAL-1024,desktop,US,7440,25,6017,7358
2026-04-17,PDM-001,AU-112,DEAL-1025,desktop,US,8409,27,5356,8317
2026-04-17,PDM-001,AU-112,DEAL-1025,mobile,US,12962,82,9412,12078
2026-04-18,PDM-001,AU-101,DEAL-1001,desktop,UK,10539,81,5600,9978
2026-04-18,PDM-001,AU-105,DEAL-1002,desktop,US,10327,48,5243,9513
2026-04-18,PDM-001,AU-107,DEAL-1003,desktop,US,7863,35,4216,7402
2026-04-18,PDM-001,AU-107,DEAL-1003,mobile,US,12387,57,8900,11772
2026-04-18,PDM-001,AU-107,DEAL-1003,desktop,DE,10908,83,7204,10736
2026-04-18,PDM-001,AU-108,DEAL-1003,desktop,US,3769,17,2670,3499
2026-04-18,PDM-001,AU-103,DEAL-1005,mobile,US,14079,82,8874,13363
2026-04-18,PDM-001,AU-110,DEAL-1005,mobile,US,9461,53,6498,8882
2026-04-18,PDM-001,AU-112,DEAL-1006,desktop,US,3998,11,2725,3897
2026-04-18,PDM-001,AU-114,DEAL-1009,desktop,US,14069,61,7296,13174
2026-04-18,PDM-001,AU-114,DEAL-1009,mobile,US,14801,113,8257,14424
2026-04-18,PDM-001,AU-111,DEAL-1010,mobile,US,4252,5,3160,3998
2026-04-18,PDM-001,AU-113,DEAL-1011,desktop,US,4418,5,3241,4328
2026-04-18,PDM-001,AU-113,DEAL-1011,mobile,US,11072,67,6838,10475
2026-04-18,PDM-001,AU-103,DEAL-1012,desktop,US,11198,65,7223,10677
2026-04-18,PDM-001,AU-106,DEAL-1013,desktop,US,3843,29,2414,3578
2026-04-18,PDM-001,AU-101,DEAL-1015,desktop,US,8304,48,6843,8127
2026-04-18,PDM-001,AU-101,DEAL-1015,mobile,US,4913,7,2627,4745
2026-04-18,PDM-001,AU-108,DEAL-1017,desktop,US,9341,49,6816,8876
2026-04-18,PDM-001,AU-107,DEAL-1018,desktop,US,11485,86,7579,10972
2026-04-18,PDM-001,AU-113,DEAL-1019,desktop,US,11467,33,7835,10956
2026-04-18,PDM-001,AU-102,DEAL-1020,mobile,US,12928,58,10281,12179
2026-04-18,PDM-001,AU-114,DEAL-1021,mobile,US,11582,11,7845,10729
2026-04-18,PDM-001,AU-110,DEAL-1022,mobile,US,15270,64,11494,14412
2026-04-18,PDM-001,AU-103,DEAL-1024,desktop,US,11209,46,7766,10388
2026-04-18,PDM-001,AU-103,DEAL-1024,mobile,US,15065,70,8230,14600
2026-04-18,PDM-001,AU-112,DEAL-1025,desktop,US,4931,8,2877,4747
2026-04-19,PDM-001,AU-105,DEAL-1002,mobile,US,3962,20,2643,3859
2026-04-19,PDM-001,AU-107,DEAL-1003,desktop,DE,13139,64,9058,12485
2026-04-19,PDM-001,AU-109,DEAL-1004,mobile,US,5038,26,3866,4748
2026-04-19,PDM-001,AU-103,DEAL-1005,desktop,UK,9952,19,7176,9443
2026-04-19,PDM-001,AU-110,DEAL-1005,mobile,US,9962,48,5709,9316
2026-04-19,PDM-001,AU-101,DEAL-1007,desktop,US,5735,18,3489,5322
2026-04-19,PDM-001,AU-102,DEAL-1009,mobile,US,2523,9,1321,2330
2026-04-19,PDM-001,AU-104,DEAL-1010,desktop,US,4664,32,2883,4516
2026-04-19,PDM-001,AU-111,DEAL-1010,desktop,US,12540,77,9500,12295
2026-04-19,PDM-001,AU-113,DEAL-1011,desktop,US,6670,24,4978,6330
2026-04-19,PDM-001,AU-103,DEAL-1012,mobile,US,7711,54,4529,7333
2026-04-19,PDM-001,AU-101,DEAL-1015,mobile,US,7985,46,4485,7450
2026-04-19,PDM-001,AU-108,DEAL-1017,desktop,US,13330,79,7396,12408
2026-04-19,PDM-001,AU-108,DEAL-1017,mobile,US,17600,54,12273,17165
2026-04-19,PDM-001,AU-111,DEAL-1017,desktop,US,9575,44,5580,9335
2026-04-19,PDM-001,AU-107,DEAL-1018,mobile,US,15858,48,11505,15644
2026-04-19,PDM-001,AU-114,DEAL-1021,desktop,US,10113,53,8161,9743
2026-04-19,PDM-001,AU-110,DEAL-1022,desktop,US,4089,12,3204,4022
2026-04-19,PDM-001,AU-103,DEAL-1024,desktop,US,4989,8,3854,4929
2026-04-19,PDM-001,AU-112,DEAL-1025,mobile,US,18974,46,15096,18556
2026-04-20,PDM-001,AU-105,DEAL-1002,desktop,US,7538,45,3977,6954
2026-04-20,PDM-001,AU-105,DEAL-1002,mobile,US,22287,111,13090,20859
2026-04-20,PDM-001,AU-108,DEAL-1003,desktop,US,6376,35,4770,6141
2026-04-20,PDM-001,AU-109,DEAL-1004,desktop,US,18976,123,10285,17858
2026-04-20,PDM-001,AU-110,DEAL-1005,mobile,US,21882,168,15328,20352
2026-04-20,PDM-001,AU-102,DEAL-1009,desktop,US,10781,24,8476,10521
2026-04-20,PDM-001,AU-114,DEAL-1009,desktop,US,2664,10,1468,2552
2026-04-20,PDM-001,AU-114,DEAL-1009,mobile,US,10938,80,6350,10714
2026-04-20,PDM-001,AU-113,DEAL-1011,desktop,US,4707,11,3777,4521
2026-04-20,PDM-001,AU-103,DEAL-1012,mobile,US,24300,177,15688,22896
2026-04-20,PDM-001,AU-106,DEAL-1013,mobile,US,8993,44,7355,8782
2026-04-20,PDM-001,AU-104,DEAL-1014,desktop,US,12763,32,8443,12402
2026-04-20,PDM-001,AU-101,DEAL-1015,desktop,US,13364,55,9062,13019
2026-04-20,PDM-001,AU-101,DEAL-1015,mobile,US,13195,89,7892,12962
2026-04-20,PDM-001,AU-107,DEAL-1018,mobile,US,22074,106,15112,21851
2026-04-20,PDM-001,AU-102,DEAL-1020,desktop,US,21820,92,13952,20854
2026-04-20,PDM-001,AU-109,DEAL-1023,desktop,US,19347,40,13362,18566
2026-04-20,PDM-001,AU-103,DEAL-1024,desktop,US,18343,46,9955,17501
2026-04-20,PDM-001,AU-112,DEAL-1025,desktop,US,9275,32,6065,8837
2026-04-20,PDM-001,AU-112,DEAL-1025,mobile,US,7382,57,4498,7118
2026-04-21,PDM-001,AU-107,DEAL-1003,desktop,DE,10743,49,8223,10148
2026-04-21,PDM-001,AU-109,DEAL-1004,mobile,US,11536,53,6449,10839
2026-04-21,PDM-001,AU-109,DEAL-1004,desktop,FR,6377,24,3512,6014
2026-04-21,PDM-001,AU-112,DEAL-1006,desktop,US,6690,14,3622,6449
2026-04-21,PDM-001,AU-112,DEAL-1006,desktop,DE,10962,84,7581,10544
2026-04-21,PDM-001,AU-101,DEAL-1007,desktop,US,11788,48,9450,11664
2026-04-21,PDM-001,AU-101,DEAL-1007,mobile,US,23688,155,13997,23153
2026-04-21,PDM-001,AU-106,DEAL-1008,mobile,US,18859,96,11750,17653
2026-04-21,PDM-001,AU-102,DEAL-1009,desktop,US,3779,23,2618,3501
2026-04-21,PDM-001,AU-114,DEAL-1009,desktop,US,9130,67,7050,8836
2026-04-21,PDM-001,AU-104,DEAL-1010,mobile,US,21106,75,13810,19481
2026-04-21,PDM-001,AU-111,DEAL-1010,desktop,US,18298,93,13843,17783
2026-04-21,PDM-001,AU-113,DEAL-1011,desktop,US,6887,43,3896,6774
2026-04-21,PDM-001,AU-103,DEAL-1012,mobile,US,27237,177,15312,26160
2026-04-21,PDM-001,AU-106,DEAL-1013,desktop,US,9231,29,5204,8726
2026-04-21,PDM-001,AU-104,DEAL-1014,desktop,US,20067,71,14214,18848
2026-04-21,PDM-001,AU-112,DEAL-1016,mobile,US,22928,147,12852,21732
2026-04-21,PDM-001,AU-108,DEAL-1017,mobile,US,18634,109,10661,17354
2026-04-21,PDM-001,AU-111,DEAL-1017,mobile,US,24120,139,14853,22278
2026-04-21,PDM-001,AU-102,DEAL-1020,mobile,US,11266,17,6915,10394
2026-04-21,PDM-001,AU-112,DEAL-1025,mobile,US,13371,16,9064,12862
2026-04-22,PDM-001,AU-101,DEAL-1001,desktop,US,8053,28,6554,7778
2026-04-22,PDM-001,AU-101,DEAL-1001,mobile,US,17088,97,9886,16205
2026-04-22,PDM-001,AU-101,DEAL-1001,desktop,UK,4748,14,3828,4643
2026-04-22,PDM-001,AU-105,DEAL-1002,desktop,US,11560,89,7385,11003
2026-04-22,PDM-001,AU-105,DEAL-1002,mobile,US,17340,30,10237,16040
2026-04-22,PDM-001,AU-112,DEAL-1006,mobile,US,12448,45,7479,12139
2026-04-22,PDM-001,AU-114,DEAL-1009,mobile,US,7047,40,3945,6888
2026-04-22,PDM-001,AU-111,DEAL-1010,desktop,US,8731,20,6885,8481
2026-04-22,PDM-001,AU-111,DEAL-1010,mobile,US,12182,64,6599,11340
2026-04-22,PDM-001,AU-104,DEAL-1014,desktop,US,18303,58,14648,17989
2026-04-22,PDM-001,AU-101,DEAL-1015,desktop,US,8492,32,4859,8258
2026-04-22,PDM-001,AU-112,DEAL-1016,desktop,US,13879,80,10906,12938
2026-04-22,PDM-001,AU-111,DEAL-1017,desktop,US,9405,16,7188,8890
2026-04-22,PDM-001,AU-111,DEAL-1017,mobile,US,11770,50,7477,11333
2026-04-22,PDM-001,AU-107,DEAL-1018,mobile,US,15962,60,10956,15188
2026-04-22,PDM-001,AU-110,DEAL-1022,mobile,US,19498,20,10928,18513
2026-04-22,PDM-001,AU-103,DEAL-1024,mobile,US,13831,68,8887,13274
2026-04-22,PDM-001,AU-112,DEAL-1025,mobile,US,19615,106,12138,18663
2026-04-23,PDM-001,AU-105,DEAL-1002,desktop,US,3149,10,2228,3046
2026-04-23,PDM-001,AU-108,DEAL-1003,desktop,US,13152,58,10437,12777
2026-04-23,PDM-001,AU-108,DEAL-1003,tablet,US,6047,40,4218,5706
2026-04-23,PDM-001,AU-109,DEAL-1004,desktop,FR,7808,24,5754,7540
2026-04-23,PDM-001,AU-101,DEAL-1007,desktop,US,3256,8,2359,3052
2026-04-23,PDM-001,AU-106,DEAL-1008,desktop,US,15510,22,10877,15223
2026-04-23,PDM-001,AU-106,DEAL-1008,mobile,US,21169,168,14435,19629
2026-04-23,PDM-001,AU-114,DEAL-1009,desktop,US,15274,41,10593,14355
2026-04-23,PDM-001,AU-114,DEAL-1009,mobile,US,4936,27,3132,4838
2026-04-23,PDM-001,AU-104,DEAL-1010,mobile,US,8427,40,5565,8101
2026-04-23,PDM-001,AU-106,DEAL-1013,mobile,US,18478,65,11112,17335
2026-04-23,PDM-001,AU-104,DEAL-1014,desktop,US,6966,29,5300,6412
2026-04-23,PDM-001,AU-101,DEAL-1015,mobile,US,13598,35,8287,12517
2026-04-23,PDM-001,AU-112,DEAL-1016,mobile,US,16398,46,9682,15570
2026-04-23,PDM-001,AU-107,DEAL-1018,desktop,US,19930,46,10892,18431
2026-04-23,PDM-001,AU-107,DEAL-1018,mobile,US,24241,70,14162,23358
2026-04-23,PDM-001,AU-113,DEAL-1019,desktop,US,4126,9,2412,3825
2026-04-23,PDM-001,AU-102,DEAL-1020,mobile,US,4482,11,3343,4255
2026-04-23,PDM-001,AU-110,DEAL-1022,mobile,US,8787,25,5935,8325
2026-04-23,PDM-001,AU-109,DEAL-1023,desktop,US,10694,11,8078,10568
2026-04-23,PDM-001,AU-103,DEAL-1024,mobile,US,10526,64,7312,9753
2026-04-23,PDM-001,AU-112,DEAL-1025,desktop,US,15250,115,10911,14199
2026-04-24,PDM-001,AU-101,DEAL-1001,mobile,US,24923,59,19804,24477
2026-04-24,PDM-001,AU-101,DEAL-1001,desktop,UK,6200,25,4501,5710
2026-04-24,PDM-001,AU-107,DEAL-1003,desktop,US,3876,22,2238,3752
2026-04-24,PDM-001,AU-107,DEAL-1003,desktop,DE,18881,100,15793,18600
2026-04-24,PDM-001,AU-108,DEAL-1003,mobile,US,26981,176,15532,25060
2026-04-24,PDM-001,AU-103,DEAL-1005,mobile,US,15736,30,10758,15467
2026-04-24,PDM-001,AU-110,DEAL-1005,desktop,US,18559,42,13489,17525
2026-04-24,PDM-001,AU-110,DEAL-1005,mobile,US,9254,43,7006,8804
2026-04-24,PDM-001,AU-102,DEAL-1009,desktop,US,4575,30,3222,4269
2026-04-24,PDM-001,AU-104,DEAL-1010,desktop,US,11777,64,7723,10925
2026-04-24,PDM-001,AU-104,DEAL-1010,mobile,US,9853,12,5551,9138
2026-04-24,PDM-001,AU-111,DEAL-1010,desktop,US,15233,71,9252,14762
2026-04-24,PDM-001,AU-113,DEAL-1011,mobile,US,25487,191,17213,24932
2026-04-24,PDM-001,AU-101,DEAL-1015,desktop,US,11210,68,6288,10967
2026-04-24,PDM-001,AU-101,DEAL-1015,mobile,US,7182,43,4171,6874
2026-04-24,PDM-001,AU-105,DEAL-1016,mobile,US,22298,109,16906,21678
2026-04-24,PDM-001,AU-111,DEAL-1017,desktop,US,8411,38,5770,8125
2026-04-24,PDM-001,AU-110,DEAL-1022,desktop,US,10387,25,8371,10112
2026-04-24,PDM-001,AU-110,DEAL-1022,mobile,US,18663,18,10937,17215
2026-04-24,PDM-001,AU-109,DEAL-1023,desktop,US,6926,21,5226,6479
2026-04-24,PDM-001,AU-109,DEAL-1023,mobile,US,22142,108,13004,21805
2026-04-24,PDM-001,AU-103,DEAL-1024,desktop,US,14154,40,8688,13903
2026-04-24,PDM-001,AU-103,DEAL-1024,mobile,US,7011,26,5314,6900
2026-04-25,PDM-001,AU-101,DEAL-1001,desktop,US,14505,18,9412,14165
2026-04-25,PDM-001,AU-105,DEAL-1002,desktop,US,9605,61,7516,9339
2026-04-25,PDM-001,AU-107,DEAL-1003,desktop,DE,12950,26,7622,12369
2026-04-25,PDM-001,AU-108,DEAL-1003,desktop,US,10284,46,6127,9621
2026-04-25,PDM-001,AU-108,DEAL-1003,tablet,US,3831,18,2406,3594
2026-04-25,PDM-001,AU-103,DEAL-1005,mobile,US,14949,79,9059,14522
2026-04-25,PDM-001,AU-103,DEAL-1005,desktop,UK,12192,19,7981,11789
2026-04-25,PDM-001,AU-110,DEAL-1005,desktop,US,8860,56,5406,8256
2026-04-25,PDM-001,AU-101,DEAL-1007,mobile,US,6338,10,3836,6159
2026-04-25,PDM-001,AU-106,DEAL-1008,mobile,US,3064,5,1623,2915
2026-04-25,PDM-001,AU-114,DEAL-1009,desktop,US,13270,82,9372,12718
2026-04-25,PDM-001,AU-111,DEAL-1010,mobile,US,9418,50,6493,8699
2026-04-25,PDM-001,AU-113,DEAL-1011,desktop,US,10399,76,5724,9829
2026-04-25,PDM-001,AU-113,DEAL-1011,mobile,US,7542,45,5156,7415
2026-04-25,PDM-001,AU-103,DEAL-1012,mobile,US,13510,80,10305,12466
2026-04-25,PDM-001,AU-106,DEAL-1013,desktop,US,10787,36,7515,10189
2026-04-25,PDM-001,AU-106,DEAL-1013,mobile,US,7333,20,5903,6945
2026-04-25,PDM-001,AU-101,DEAL-1015,mobile,US,9742,59,7019,9317
2026-04-25,PDM-001,AU-108,DEAL-1017,mobile,US,10788,60,7826,10363
2026-04-25,PDM-001,AU-111,DEAL-1017,desktop,US,4854,22,3828,4511
2026-04-25,PDM-001,AU-107,DEAL-1018,desktop,US,11839,56,6953,11488
2026-04-25,PDM-001,AU-113,DEAL-1019,desktop,US,2572,8,1991,2500
2026-04-25,PDM-001,AU-102,DEAL-1020,mobile,US,4400,27,2668,4236
2026-04-25,PDM-001,AU-114,DEAL-1021,mobile,US,6421,9,3693,6257
2026-04-25,PDM-001,AU-109,DEAL-1023,mobile,US,11609,27,8343,10706
2026-04-25,PDM-001,AU-103,DEAL-1024,desktop,US,7922,62,4392,7708
2026-04-26,PDM-001,AU-101,DEAL-1001,mobile,US,7625,9,4919,7407
2026-04-26,PDM-001,AU-101,DEAL-1001,desktop,UK,13913,99,9580,13566
2026-04-26,PDM-001,AU-107,DEAL-1003,desktop,US,6637,40,4486,6365
2026-04-26,PDM-001,AU-107,DEAL-1003,desktop,DE,8752,56,4935,8227
2026-04-26,PDM-001,AU-108,DEAL-1003,desktop,US,3132,13,1744,3023
2026-04-26,PDM-001,AU-108,DEAL-1003,tablet,US,3044,11,1748,2896
2026-04-26,PDM-001,AU-109,DEAL-1004,desktop,FR,10697,59,6215,10373
2026-04-26,PDM-001,AU-103,DEAL-1005,mobile,US,14050,83,11492,13640
2026-04-26,PDM-001,AU-110,DEAL-1005,desktop,US,14448,106,10368,13864
2026-04-26,PDM-001,AU-110,DEAL-1005,mobile,US,6827,26,5017,6428
2026-04-26,PDM-001,AU-112,DEAL-1006,desktop,DE,4594,12,3527,4373
2026-04-26,PDM-001,AU-101,DEAL-1007,mobile,US,7875,34,4287,7471
2026-04-26,PDM-001,AU-106,DEAL-1008,mobile,US,8860,59,5012,8279
2026-04-26,PDM-001,AU-102,DEAL-1009,desktop,US,11061,58,7802,10711
2026-04-26,PDM-001,AU-114,DEAL-1009,desktop,US,10044,56,6285,9829
2026-04-26,PDM-001,AU-104,DEAL-1010,desktop,US,12826,21,7971,12068
2026-04-26,PDM-001,AU-111,DEAL-1010,desktop,US,10042,19,6149,9726
2026-04-26,PDM-001,AU-103,DEAL-1012,mobile,US,4774,24,3547,4655
2026-04-26,PDM-001,AU-104,DEAL-1014,desktop,US,15698,83,11521,14987
2026-04-26,PDM-001,AU-105,DEAL-1016,desktop,US,6894,29,5187,6726
2026-04-26,PDM-001,AU-105,DEAL-1016,mobile,US,10834,53,5782,10450
2026-04-26,PDM-001,AU-112,DEAL-1016,desktop,US,6609,20,4941,6334
2026-04-26,PDM-001,AU-112,DEAL-1016,mobile,US,10551,56,5862,9728
2026-04-26,PDM-001,AU-108,DEAL-1017,desktop,US,9952,65,6670,9605
2026-04-26,PDM-001,AU-107,DEAL-1018,desktop,US,10509,52,7285,10167
2026-04-26,PDM-001,AU-107,DEAL-1018,mobile,US,18785,135,14923,17747
2026-04-26,PDM-001,AU-113,DEAL-1019,desktop,US,2377,16,1521,2281
2026-04-26,PDM-001,AU-114,DEAL-1021,mobile,US,7316,52,5528,6921
2026-04-26,PDM-001,AU-110,DEAL-1022,desktop,US,11280,73,9056,10991
2026-04-26,PDM-001,AU-109,DEAL-1023,desktop,US,10769,80,7395,10459
2026-04-26,PDM-001,AU-103,DEAL-1024,desktop,US,4280,10,2630,3948
2026-04-26,PDM-001,AU-112,DEAL-1025,desktop,US,9132,64,7035,8614
2026-04-26,PDM-001,AU-112,DEAL-1025,mobile,US,3323,18,1894,3105
2026-04-27,PDM-001,AU-101,DEAL-1001,desktop,US,19941,81,11009,18509
2026-04-27,PDM-001,AU-101,DEAL-1001,mobile,US,24412,112,14944,22812
2026-04-27,PDM-001,AU-101,DEAL-1001,desktop,UK,7138,21,3821,6689
2026-04-27,PDM-001,AU-105,DEAL-1002,mobile,US,5662,6,3146,5567
2026-04-27,PDM-001,AU-107,DEAL-1003,mobile,US,9864,51,7595,9484
2026-04-27,PDM-001,AU-108,DEAL-1003,mobile,US,27360,155,22056,26192
2026-04-27,PDM-001,AU-109,DEAL-1004,mobile,US,7187,22,5409,6936
2026-04-27,PDM-001,AU-103,DEAL-1005,mobile,US,15909,36,10162,15657
2026-04-27,PDM-001,AU-110,DEAL-1005,desktop,US,18474,79,12012,17450
2026-04-27,PDM-001,AU-110,DEAL-1005,mobile,US,23806,45,17553,22073
2026-04-27,PDM-001,AU-112,DEAL-1006,mobile,US,13899,58,8304,13361
2026-04-27,PDM-001,AU-112,DEAL-1006,desktop,DE,7710,11,5462,7205
2026-04-27,PDM-001,AU-106,DEAL-1008,mobile,US,9671,55,7175,9397
2026-04-27,PDM-001,AU-114,DEAL-1009,mobile,US,14661,24,8958,13945
2026-04-27,PDM-001,AU-111,DEAL-1010,mobile,US,6966,46,5616,6841
2026-04-27,PDM-001,AU-113,DEAL-1011,mobile,US,25655,107,17724,24126
2026-04-27,PDM-001,AU-103,DEAL-1012,mobile,US,13821,90,11039,13372
2026-04-27,PDM-001,AU-112,DEAL-1016,mobile,US,5740,34,3690,5610
2026-04-27,PDM-001,AU-111,DEAL-1017,desktop,US,21838,70,13738,20676
2026-04-27,PDM-001,AU-113,DEAL-1019,desktop,US,15102,59,11526,14198
2026-04-27,PDM-001,AU-113,DEAL-1019,mobile,US,6350,7,4288,6162
2026-04-27,PDM-001,AU-114,DEAL-1021,desktop,US,16126,94,11707,15886
2026-04-27,PDM-001,AU-109,DEAL-1023,mobile,US,23810,120,14479,23316
2026-04-28,PDM-001,AU-105,DEAL-1002,desktop,US,18278,36,15000,17751
2026-04-28,PDM-001,AU-107,DEAL-1003,desktop,DE,5398,29,3915,5216
2026-04-28,PDM-001,AU-103,DEAL-1005,desktop,US,17377,87,10749,16390
2026-04-28,PDM-001,AU-103,DEAL-1005,desktop,UK,7988,59,5966,7768
2026-04-28,PDM-001,AU-110,DEAL-1005,mobile,US,22944,114,14128,22162
2026-04-28,PDM-001,AU-112,DEAL-1006,mobile,US,6703,30,4158,6566
2026-04-28,PDM-001,AU-112,DEAL-1006,desktop,DE,11706,32,8318,11377
2026-04-28,PDM-001,AU-102,DEAL-1009,mobile,US,27789,60,21419,26689
2026-04-28,PDM-001,AU-114,DEAL-1009,desktop,US,10239,67,6552,10037
2026-04-28,PDM-001,AU-114,DEAL-1009,mobile,US,23514,48,19038,22449
2026-04-28,PDM-001,AU-104,DEAL-1010,desktop,US,11163,24,6776,10581
